rssi,anchor
-56,1008110052
-70,1008110060
-55,1008110055
-80,1008110062
-57,1008110041
-76,1008110032
-62,1008110049
-61,1008110061
-79,1008110066
-71,1008110058
-48,1008110052
-59,1008110038
-68,1008110065
-44,1008110041
-75,1008110036
-72,1008110032
-77,1008110042
-61,1008110049
-57,1008110051
-75,1008120006
-75,1008110034
-57,1008110052
-60,1008110056
-74,1008110059
-82,1008110060
-52,1008110055
-44,1008110041
-79,1008110032
-68,1008110064
-71,1008110061
-61,1008110050
-72,1008110070
-59,1008110039
-47,1008110052
-56,1008110067
-68,1008110065
-65,1008120008
-67,1008110044
-44,1008110041
-71,1008110036
-76,1008110042
-75,1008110035
-59,1008110049
-77,1008110034
-77,1008110066
-61,1008110052
-69,1008120008
-68,1008110049
-64,1008110064
-68,1008110037
-69,1008110045
-63,1008110050
-71,1008110039
-61,1008110040
-68,1008110060
-73,1008110044
-44,1008110041
-71,1008110042
-72,1008110054
-70,1008120006
-70,1008110037
-58,1008110045
-80,1008110034
-69,1008110058
-74,1008110052
-72,1008110067
-66,1008110038
-49,1008110041
-78,1008110046
-80,1008110064
-72,1008110070
-72,1008110048
-68,1008110038
-67,1008110059
-69,1008110060
-69,1008110055
-68,1008110044
-54,1008110049
-67,1008110054
-64,1008110045
-81,1008110034
-60,1008110039
-61,1008110052
-67,1008110038
-70,1008110060
-61,1008110062
-68,1008110036
-70,1008110042
-73,1008110047
-63,1008110039
-82,1008110067
-84,1008120003
-69,1008110062
-70,1008110065
-44,1008110041
-75,1008110046
-75,1008110042
-80,1008120007
-58,1008110043
-63,1008110039
-48,1008110038
-80,1008110065
-49,1008110041
-62,1008110051
-78,1008110054
-52,1008110043
-64,1008110047
-57,1008110045
-74,1008110066
-61,1008110058
-58,1008110039
-52,1008110040
-79,1008110060
-54,1008110055
-61,1008110062
-75,1008110044
-72,1008110046
-71,1008110042
-69,1008110035
-65,1008110037
-67,1008110052
-66,1008110038
-68,1008110060
-74,1008120008
-58,1008110041
-62,1008110051
-53,1008110043
-80,1008110027
-74,1008110034
-75,1008110066
-70,1008110066
-61,1008110058
-67,1008110070
-73,1008110039
-61,1008110048
-75,1008110041
-62,1008110032
-46,1008110040
-68,1008110060
-64,1008110036
-73,1008110025
-65,1008110054
-61,1008110050
-68,1008110045
-61,1008110048
-71,1008110056
-52,1008110038
-47,1008110040
-62,1008110065
-63,1008110041
-74,1008110049
-58,1008110035
-85,1008110027
-46,1008110040
-75,1008110060
-73,1008110065
-68,1008110036
-59,1008110035
-56,1008110050
-68,1008110034
-68,1008110058
-70,1008110070
-55,1008110052
-59,1008110048
-62,1008110067
-71,1008120003
-45,1008110040
-67,1008110032
-58,1008110035
-60,1008110051
-74,1008110031
-54,1008110037
-57,1008110039
-68,1008110026
-70,1008110056
-72,1008110067
-59,1008110055
-49,1008110041
-75,1008110044
-77,1008110025
-63,1008110049
-69,1008110063
-73,1008110064
-55,1008110037
-67,1008110047
-79,1008110027
-59,1008110050
-75,1008110058
-64,1008110070
-62,1008110056
-76,1008110067
-53,1008110038
-40,1008110040
-56,1008110050
-66,1008110052
-58,1008110038
-61,1008110055
-49,1008110041
-62,1008110035
-55,1008110043
-72,1008110027
-59,1008110048
-46,1008110041
-65,1008110036
-66,1008110064
-57,1008110037
-53,1008110052
-68,1008120008
-73,1008110065
-52,1008110041
-69,1008110035
-64,1008110045
-68,1008120008
-70,1008110036
-52,1008110049
-74,1008110047
-66,1008110045
-77,1008110034
-62,1008110052
-59,1008110055
-79,1008110033
-61,1008110058
-63,1008110039
-66,1008110048
-67,1008110059
-68,1008110060
-58,1008110062
-82,1008110065
-47,1008110041
-62,1008110037
-65,1008110061
-46,1008110038
-64,1008110042
-69,1008110035
-65,1008110058
-54,1008110039
